MARQUES;MODELE;TYP. MINES;CNIT;CARB;CV;PUISS.;BV;Urbain;Ex.Urb;Mixte;CO2;;;;;
VOLKSWAGEN;PASSAT V6 TDI 4MOTION TIPTRONIC;MVW86D2EQ629;3BGSTAKNX11AGQA51V019SR0GE;GO;10;110.0;A 5;12.6;6.7;8.9;240;;;;;
AUDI;A62.5L (180ch) QUATTRO TIPTRONIC;MAU8872KY443;4BLAKEQ1QA5VABR92R;GO;12;132.0;A 5;13.0;6.7;9.0;243;;;;;
AUDI;A62.5L (180ch) QUATTRO TIPTRONIC;MAU8892KX598;4BLAKEQ1QA5VABR99R;GO;12;132.0;A 5;13.0;6.7;9.0;243;;;;;
AUDI;A6AVANT 2.5L (180ch) QUATTRO TIPTRONIC;MAU8874K8316;4BAAKEQ1QA5VABR92R;GO;12;132.0;A 5;13.0;6.7;9.0;243;;;;;
AUDI;A6AVANT 2.5L (180ch) QUATTRO TIPTRONIC;MAU8874KA318;4BAAKEQ1QA5VABR96R;GO;12;132.0;A 5;13.0;6.7;9.0;243;;;;;
AUDI;A6AVANT 2.5L (180ch) QUATTRO TIPTRONIC;MAU8894KD610;4BAAKEQ1QA5VABR99R;GO;12;132.0;A 5;13.0;6.7;9.0;243;;;;;
AUDI;A82.5TDI (180ch) QUATTRO TIPTRONIC;MAU8862BU995;D2LAKEQ1QA5VE0R07R;GO;12;132.0;A 5;13.1;6.6;9.0;243;;;;;
AUDI;ALLROAD 2.5L (180ch) QUATTRO BV6;MAU6874KM009;4BHAKEQ1QM6EAKR70S;GO;12;132.0;M 6;12.4;7.1;9.0;243;;;;;
AUDI;ALLROAD 2.5L (180ch) QUATTRO BV6+B.T.;MAU6874KP011;4BHAKEQ1QM6EAQR70S;GO;12;132.0;M 6;12.4;7.1;9.0;243;;;;;
CARBODIES;TX1BVA;MCR7203AE015;FL213;GO;8;65.1;A 4;10.9;8.2;9.2;243;;;;;
CARBODIES;TX1BVA;MCR7203AF016;FL214;GO;8;65.1;A 4;10.9;8.2;9.2;243;;;;;
CARBODIES;TX1BVA;MCR7203AJ019;FX413;GO;8;65.1;A 4;10.9;8.2;9.2;243;;;;;
CARBODIES;TX1BVA;MCR7203AJ020;FX414;GO;8;65.1;A 4;10.9;8.2;9.2;243;;;;;
VOLKSWAGEN;PASSAT BREAK V6 TDI 4MOTION TIPTRONIC;MVW86D4E0502;3BGSEAKNX11AGQA51V019NQ0GE;GO;10;110.0;A 5;12.8;6.8;9.0;243;;;;;
VOLKSWAGEN;PASSAT BREAK V6 TDI 4MOTION TIPTRONIC;MVW86D4E2504;3BGSEAKNX11AGQA51V019SQ0GE;GO;10;110.0;A 5;12.8;6.8;9.0;243;;;;;
DAEWOO;MUSSO 2.3 SLTD;MDW6304GT529;FJWC21L1ELAAL;GO;8;74.0;M 5;11.3;7.7;9.0;245;;;;;
DAEWOO;MUSSO 2.9 SELTD;MDW6404GD212;FJWD21L1GLBBL;GO;9;88.0;M 5;12.0;7.6;9.2;245;;;;;
SSANGYONG;MUSSO 2.3 SLTD;MSS6304AT448;FJWC21L1ELAAL;GO;8;74.0;M 5;11.3;7.7;9.0;245;;;;;
SSANGYONG;MUSSO 2.9 SELTD;MSS6404AN432;FJWD21L1GLBBL;GO;9;88.0;M 5;12.0;7.6;9.2;245;;;;;
HYUNDAI;SANTA FE 2.0L CRDi 4WD GLS Luxe;MHY8414PM461;SMV2JAJ;GO;9;82.5;A 4;11.8;7.7;9.2;246;;;;;
VOLKSWAGEN;COMBI LONG SURLV TDI (102ch) BVA;MVW7384FE928;7DBAUFKHX0L1P00J2AGFA41P017R;GO;8;75.0;A 4;11.3;8.0;9.1;246;;;;;
VOLKSWAGEN;COMBI LONG SURLV TDI (102ch) BVA;MVW7384FF929;7DBAUFKHX0L1P00J2AGFA41P017S;GO;8;75.0;A 4;11.3;8.0;9.1;246;;;;;
VOLKSWAGEN;LT28 COMBI 9PL EPT 3000 TDI (83ch);MVW52F3GQ048;2DMKNBBEX0SGHM5009970WALUSN0J2195/70CRN;GO;7;61.0;M 5;12.0;7.7;9.1;246;;;;;
VOLKSWAGEN;LT28 COMBI 9PL EPT 3000 TDI (95ch);MVW52F3GH075;2DMKNBBFX0SGHM5009930WALUSN0J2195/70CSN;GO;8;70.0;M 5;11.7;7.8;9.1;246;;;;;
VOLKSWAGEN;LT28 COMBI 9PL EPT 3550 TDI (95ch);MVW52F3GC070;2DMKNBBFX0SGHM5009930WALUSM0J2195/70CSN;GO;8;70.0;M 5;11.7;7.8;9.1;246;;;;;
VOLKSWAGEN;LT28 COMBI 9PL EPT 3550 TDI (95ch);MVW52F3GD071;2DMKNBBFX0SGHM5009930WALUSM0J2195/70CTN;GO;8;70.0;M 5;11.7;7.8;9.1;246;;;;;
VOLKSWAGEN;PASSAT BREAK V6 TDI 4MOTION TIPTRONIC;MVW86D4E1503;3BGSEAKNX11AGQA51V019NR0GE;GO;11;110.0;A 5;12.9;6.9;9.1;246;;;;;
VOLKSWAGEN;PASSAT BREAK V6 TDI 4MOTION TIPTRONIC;MVW86D4E3505;3BGSEAKNX11AGQA51V019SR0GE;GO;11;110.0;A 5;12.9;6.9;9.1;246;;;;;
MERCEDES-BENZ;ML270 CDI;MMB67C4R7343;163A716F1KCABAA0;GO;11;120.0;M 6;12.5;7.7;9.4;248;;;;;
VOLKSWAGEN;LT32 COMBI SURLV 9PL EPT 3550 TDI (109ch);MVW53E3GF680;2DMKHANJX0SGHM5009970WCLUCM0J2225/70CSN;GO;9;80.0;M 5;12.1;7.6;9.2;248;;;;;
VOLKSWAGEN;LT32 COMBI SURLV 9PL EPT 3550 TDI (109ch);MVW53E3GG681;2DMKHANJX0SGHM5009970WCLUCM0J2225/70CTN;GO;9;80.0;M 5;12.1;7.6;9.2;248;;;;;
VOLKSWAGEN;LT32 COMBI SURLV 9PL EPT 3550 TDI (95ch);MVW52E3GK783;2DMKHBBFX0SGHM5009970WCLUCM0J2225/70CSN;GO;8;70.0;M 5;11.9;7.8;9.2;248;;;;;
VOLKSWAGEN;LT32 COMBI SURLV 9PL EPT 3550 TDI (95ch);MVW52E3GL784;2DMKHBBFX0SGHM5009970WCLUCM0J2225/70CTN;GO;8;70.0;M 5;11.9;7.8;9.2;248;;;;;
KIA;SPORTAGE 5P D;MKA6202E5177;JA-45555;GO;8;61.0;M 5;11.5;7.7;9.1;250;;;;;
MERCEDES-BENZ;ML270 CDI BVA;MMB87C4RC346;163A716F1VCABAA0;GO;11;120.0;A 5;12.4;8.0;9.5;250;;;;;
KIA;SPORTAGE 5P D BVA;MKA8202EA176;JA-45553;GO;8;61.0;A 4;12.5;7.5;9.4;251;;;;;
MITSUBISHI;PAJERO COURT 3.2DI-D;MJM6713GZ045;V60V6321SEEABS635;GO;11;118.0;M 5;12.1;7.9;9.5;251;;;;;
MITSUBISHI;PAJERO LONG 3.2DI-D;MJM6713GU040;V60V6321LOOCDS637;GO;11;118.0;M 5;12.1;7.9;9.5;251;;;;;
VOLKSWAGEN;LT28 COMBI 9PL EPT 3000 TDI (83ch);MVW52F3GR049;2DMKNBBEX0SGHM5009970WALUSN0J2195/70CSN;GO;8;61.0;M 5;12.2;7.9;9.3;251;;;;;
VOLKSWAGEN;LT28 COMBI 9PL EPT 3550 TDI (83ch);MVW52F3GM044;2DMKNBBEX0SGHM5009970WALUSM0J2195/70CSN;GO;8;61.0;M 5;12.2;7.9;9.3;251;;;;;
VOLKSWAGEN;LT28 COMBI 9PL EPT 3550 TDI (83ch);MVW52F3GN045;2DMKNBBEX0SGHM5009970WALUSM0J2195/70CTN;GO;8;61.0;M 5;12.2;7.9;9.3;251;;;;;
VOLKSWAGEN;LT32 COMBI SURLV 9PL EPT 3550 TDI (83ch);MVW52E3G0738;2DMKHBBEX0SGHM5009960WCLUCM0J2225/70CTN;GO;8;61.0;M 5;12.2;7.9;9.3;251;;;;;
VOLKSWAGEN;LT32 COMBI SURLV 9PL EPT 3550 TDI (83ch);MVW52E3GZ737;2DMKHBBEX0SGHM5009960WCLUCM0J2225/70CSN;GO;8;61.0;M 5;12.2;7.9;9.3;251;;;;;
CITROEN;JUMPER COMBI COURT 10Q 2.8HDi;MCT5503E7571;231CH2/D;GO;10;93.5;M 5;12.1;8.0;9.5;253;;;;;
CITROEN;JUMPER COMBI COURT 14Q 2.8HDi;MCT5503E9573;231VH2/D;GO;10;93.5;M 5;12.1;8.0;9.5;253;;;;;
MERCEDES-BENZ;S 400 CDI BERLINE BVA;MMB7992K2821;220N0D1F0SGAAA50;GO;17;184.0;A 5;14.2;7.0;9.6;253;;;;;
MERCEDES-BENZ;S 400 CDI LIMOUSINE BVA;MMB79B2KX791;220N1D1F0SGAAAA0;GO;17;184.0;A 5;14.2;7.0;9.6;253;;;;;
PEUGEOT;BOXER COMBI COURT 14Q 2.8HDi;MPE5503ER677;231VH2/D;GO;10;93.5;M 5;12.1;8.0;9.5;253;;;;;
TOYOTA;LAND CRUISER 3P 3.0TD4D;MJT6724KK149;J9KDJ90(W)KDJ90L-GJMNYW(1E);GO;11;120.0;M 5;11.7;8.2;9.5;253;;;;;
TOYOTA;LAND CRUISER 5P 3.0TD4D;MJT6724KR156;J9KDJ95(W)KDJ95L-GKMNYW(1E);GO;11;120.0;M 5;11.7;8.2;9.5;253;;;;;
TOYOTA;LAND CRUISER 5P 3.0TD4D 8PL;MJT6724KU159;J9KDJ95(W)KDJ95L-GKMNYW(4E);GO;11;120.0;M 5;11.7;8.2;9.5;253;;;;;
OPEL;FRONTERA COURT 2.2DTI 16V BVA;MPL8464CE422;6AZCBA11B04CBBAB4;GO;9;85.0;A 4;12.2;7.8;9.4;254;;;;;
VOLKSWAGEN;LT32 COMBI SURLV 9PL EPT 3550 TDI (109ch);MVW53E3GH682;2DMKHANJX0SGHM5009970WCLUCM0J2225/70CUN;GO;9;80.0;M 5;12.3;7.8;9.4;254;;;;;
VOLKSWAGEN;LT32 COMBI SURLV 9PL EPT 3550 TDI (95ch);MVW52E3GM785;2DMKHBBFX0SGHM5009970WCLUCM0J2225/70CUN;GO;8;70.0;M 5;12.1;8.0;9.4;254;;;;;
VOLKSWAGEN;LT35 COMBI SURLV 9PL EPT 4025 TDI (109ch);MVW53E3GS668;2DMKHANJX0SGHM5009970WCLUAL0J2225/70CUN;GO;9;80.0;M 5;12.3;7.8;9.4;254;;;;;
VOLKSWAGEN;LT35 COMBI SURLV 9PL EPT 4025 TDI (109ch);MVW53E3GT669;2DMKHANJX0SGHM5009970WCLUAL0J2225/70CVN;GO;9;80.0;M 5;12.3;7.8;9.4;254;;;;;
VOLKSWAGEN;LT35 COMBI SURLV 9PL EPT 4025 TDI (95ch);MVW52E3GX771;2DMKHBBFX0SGHM5009970WCLUAL0J2225/70CUN;GO;8;70.0;M 5;12.1;8.0;9.4;254;;;;;
VOLKSWAGEN;LT35 COMBI SURLV 9PL EPT 4025 TDI (95ch);MVW52E3GY772;2DMKHBBFX0SGHM5009970WCLUAL0J2225/70CVN;GO;8;70.0;M 5;12.1;8.0;9.4;254;;;;;
JEEP;CHEROKEE TD 3P;MJ46401B5267;XJFN7M10;GO;9;85.0;M 5;11.7;7.3;9.0;255;;;;;
JEEP;CHEROKEE TD 5P;MJ46402B9269;XJFN8M10;GO;9;85.0;M 5;11.7;7.3;9.0;255;;;;;
HYUNDAI;SATELLITE 2.5L TD SVX Confort 7PL;MHY5316GQ259;H-1WT11HQBGE;GO;8;73.0;M 5;12.3;8.0;9.6;256;;;;;
HYUNDAI;SATELLITE 2.5L TD SVX Confort 9PL;MHY5316GY267;H-1WT11OQBGN;GO;8;73.0;M 5;12.3;8.0;9.6;256;;;;;
HYUNDAI;SATELLITE 2.5L TD HSV 4WD 7PL EURO III;MHY6311G1532;H-1WF21HQ3UE;GO;8;73.6;M 5;12.3;8.3;9.8;257;;;;;
OPEL;FRONTERA LONG 2.2DTI 16V BVA;MPL8464C6414;6AVFAA11A01AABAB5;GO;9;85.0;A 4;12.3;7.9;9.5;257;;;;;
VOLKSWAGEN;LT32 COMBI SURLV 9PL EPT 3550 TDI (83ch);MVW52E3G1739;2DMKHBBEX0SGHM5009960WCLUCM0J2225/70CUN;GO;8;61.0;M 5;12.4;8.1;9.5;257;;;;;
VOLKSWAGEN;LT35 COMBI SURLV 9PL EPT 4025 TDI (83ch);MVW52E3GN725;2DMKHBBEX0SGHM5009960WCLUAL0J2225/70CUN;GO;8;61.0;M 5;12.4;8.1;9.5;257;;;;;
VOLKSWAGEN;LT35 COMBI SURLV 9PL EPT 4025 TDI (83ch);MVW52E3GP726;2DMKHBBEX0SGHM5009960WCLUAL0J2225/70CVN;GO;8;61.0;M 5;12.4;8.1;9.5;257;;;;;
AUDI;ALLROAD 2.5L (180ch) QUATTRO TIPTRONIC;MAU8874KP006;4BHAKEQ1QA5VACR70R;GO;13;132.0;A 5;13.4;7.5;9.6;259;;;;;
BMW;X53.0d BVA;MBM8822K7391;X53FA7104;GO;13;135.0;A 5;12.3;8.2;9.7;259;;;;;
CITROEN;JUMPER COMBI COURT 10Q 2.8HDi;MCT5503E6570;231CH2/E;GO;10;93.5;M 5;12.4;8.2;9.8;259;;;;;
CITROEN;JUMPER COMBI MOYEN 14Q 2.8HDi;MCT5503EA574;232VH2/D;GO;10;93.5;M 5;12.4;8.2;9.8;259;;;;;
PEUGEOT;BOXER COMBI COURT 10Q 2.8HDi;MPE5503EP674;231CH2/E;GO;10;93.5;M 5;12.4;8.2;9.8;259;;;;;
PEUGEOT;BOXER COMBI MOYEN 14Q 2.8HDi;MPE5503EP675;232VH2/D;GO;10;93.5;M 5;12.4;8.2;9.8;259;;;;;
VOLKSWAGEN;COMBI COURT TDI (102ch) SYNCRO;MVW63B4F1581;7DBACVKNX1N1P00J2SGAM52G004Q;GO;8;75.0;M 5;13.4;7.8;9.6;259;;;;;
VOLKSWAGEN;COMBI COURT TDI (102ch) SYNCRO;MVW63E4F7027;7DBAXLKNX1N1P00J2SGAM52G004Q;GO;8;75.0;M 5;13.2;7.8;9.6;259;;;;;
HYUNDAI;TERRACAN 2.9L CRDi Luxe;MHY8614RJ496;HPX2MP;GO;11;110.0;A 4;12.6;8.2;9.8;260;;;;;
NISSAN;TERRANO COURT 2.7TDi;MJN6514JE196;R20CC1;GO;10;92.0;M 5;11.8;8.6;9.8;260;;;;;
NISSAN;TERRANO COURT 2.7TDi;MJN6514JF197;R20CC2;GO;10;92.0;M 5;11.8;8.6;9.8;260;;;;;
AUDI;ALLROAD 2.5L (180ch) QUATTRO TIPTRONIC;MAU8874KQ007;4BHAKEQ1QA5VACR70S;GO;13;132.0;A 5;13.0;7.6;9.7;262;;;;;
LAND ROVER;DISCOVERY SEVEN Td5;MLD6604AU218;LTM9038;GO;10;101.5;M 5;11.5;8.2;9.4;262;;;;;
LAND ROVER;DISCOVERY Td5;MLD6604AP212;LTM9018;GO;10;101.5;M 5;11.5;8.2;9.4;262;;;;;
LAND ROVER;DISCOVERY Td5 avec SLS;MLD6604AS216;LTM9028;GO;10;101.5;M 5;11.5;8.2;9.4;262;;;;;
NISSAN;TERRANO LONG 2.7TDi;MJN6514JJ431;R20EE1;GO;10;92.0;M 5;11.9;8.7;9.9;263;;;;;
NISSAN;TERRANO LONG 2.7TDi;MJN6514JK432;R20EE2;GO;10;92.0;M 5;11.9;8.7;9.9;263;;;;;
AUDI;A83.3TDI (225ch) QUATTRO TIPTRONIC;MAU8962B6997;D2LAKFQ1QA5LB0R07S;GO;16;165.0;A 5;13.9;7.4;9.8;264;;;;;
CITROEN;JUMPER COMBI COURT 10Q 2.8HDi 4X4;MCT6503EB572;231CH4/E;GO;10;93.5;M 5;12.7;8.4;10.0;265;;;;;
CITROEN;JUMPER COMBI COURT 14Q 2.8HDi 4X4;MCT6503EG577;231VH4/D;GO;10;93.5;M 5;12.7;8.4;10.0;265;;;;;
CITROEN;JUMPER COMBI MOYEN 14Q 2.8HDi;MCT5503EB575;232VH2/G;GO;10;93.5;M 5;12.7;8.4;10.0;265;;;;;
CITROEN;JUMPER COMBI MOYEN 14Q 2.8HDi;MCT5503EC576;232VH2/H;GO;10;93.5;M 5;12.7;8.4;10.0;265;;;;;
CITROEN;JUMPER COMBI MOYEN 14Q 2.8HDi 4X4;MCT6503EH578;232VH4/D;GO;10;93.5;M 5;12.7;8.4;10.0;265;;;;;
PEUGEOT;BOXER COMBI COURT 10Q 2.8HDi 4X4;MPE6503EV678;231CH4/E;GO;10;93.5;M 5;12.7;8.4;10.0;265;;;;;
PEUGEOT;BOXER COMBI COURT 14Q 2.8HDi 4X4;MPE6503E9681;231VH4/D;GO;10;93.5;M 5;12.7;8.4;10.0;265;;;;;
PEUGEOT;BOXER COMBI MOYEN 14Q 2.8HDi;MPE5503E4679;232VH2/G;GO;10;93.5;M 5;12.7;8.4;10.0;265;;;;;
PEUGEOT;BOXER COMBI MOYEN 14Q 2.8HDi;MPE5503E5680;232VH2/H;GO;10;93.5;M 5;12.7;8.4;10.0;265;;;;;
PEUGEOT;BOXER COMBI MOYEN 14Q 2.8HDi 4X4;MPE6503EA682;232VH4/D;GO;10;93.5;M 5;12.7;8.4;10.0;265;;;;;
VOLKSWAGEN;CARAVELLE COURTE TDI (102ch) SYNCRO;MVW6374P0811;7DBACVBNX1N1P00J2SGAM52G004S;GO;9;75.0;M 5;13.6;8.0;9.8;265;;;;;
VOLKSWAGEN;CARAVELLE COURTE TDI (102ch) SYNCRO;MVW6374PZ810;7DBACVBNX1N1P00J2SGAM52G004R;GO;9;75.0;M 5;13.6;8.0;9.8;265;;;;;
VOLKSWAGEN;CARAVELLE COURTE TDI (102ch) SYNCRO;MVW63D4PA991;7DBAXLBNX1N1P00J2SGAM52G004R;GO;9;75.0;M 5;13.4;8.0;9.8;265;;;;;
VOLKSWAGEN;CARAVELLE COURTE TDI (102ch) SYNCRO;MVW63D4PB992;7DBAXLBNX1N1P00J2SGAM52G004S;GO;9;75.0;M 5;13.4;8.0;9.8;265;;;;;
VOLKSWAGEN;CARAVELLE LONGUE TDI (102ch) SYNCRO;MVW6374PT804;7DBACVBNX1L1P00J2SGAM52G004R;GO;9;75.0;M 5;13.6;8.0;9.8;265;;;;;
VOLKSWAGEN;CARAVELLE LONGUE TDI (102ch) SYNCRO;MVW6374PU805;7DBACVBNX1L1P00J2SGAM52G004S;GO;9;75.0;M 5;13.6;8.0;9.8;265;;;;;
VOLKSWAGEN;CARAVELLE LONGUE TDI (102ch) SYNCRO;MVW63D4PY979;7DBAXLBNX1L1P00J2SGAM52G004R;GO;9;75.0;M 5;13.4;8.0;9.8;265;;;;;
VOLKSWAGEN;CARAVELLE LONGUE TDI (102ch) SYNCRO;MVW63D4PZ980;7DBAXLBNX1L1P00J2SGAM52G004S;GO;9;75.0;M 5;13.4;8.0;9.8;265;;;;;
VOLKSWAGEN;COMBI COURT TDI (102ch) SYNCRO;MVW63B4FD582;7DBACVKNX1N1P00J2SGAM52G004R;GO;9;75.0;M 5;13.6;8.0;9.8;265;;;;;
VOLKSWAGEN;COMBI COURT TDI (102ch) SYNCRO;MVW63B4FE583;7DBACVKNX1N1P00J2SGAM52G004S;GO;9;75.0;M 5;13.6;8.0;9.8;265;;;;;
VOLKSWAGEN;COMBI COURT TDI (102ch) SYNCRO;MVW63E4F8028;7DBAXLKNX1N1P00J2SGAM52G004R;GO;9;75.0;M 5;13.4;8.0;9.8;265;;;;;
VOLKSWAGEN;COMBI COURT TDI (102ch) SYNCRO;MVW63E4F9029;7DBAXLKNX1N1P00J2SGAM52G004S;GO;9;75.0;M 5;13.4;8.0;9.8;265;;;;;
VOLKSWAGEN;COMBI LONG TDI (102ch) SYNCRO;MVW6374F1883;7DBACVKNX1L1P00J2SGAM52G004R;GO;9;75.0;M 5;13.6;8.0;9.8;265;;;;;
VOLKSWAGEN;COMBI LONG TDI (102ch) SYNCRO;MVW6374F2884;7DBACVKNX1L1P00J2SGAM52G004S;GO;9;75.0;M 5;13.6;8.0;9.8;265;;;;;
VOLKSWAGEN;COMBI LONG TDI (102ch) SYNCRO;MVW63E4FT013;7DBAXLKNX1L1P00J2SGAM52G004R;GO;9;75.0;M 5;13.4;8.0;9.8;265;;;;;
VOLKSWAGEN;COMBI LONG TDI (102ch) SYNCRO;MVW63E4FU014;7DBAXLKNX1L1P00J2SGAM52G004S;GO;9;75.0;M 5;13.4;8.0;9.8;265;;;;;
VOLKSWAGEN;MULTIVAN TDI (102ch) SYNCRO;MVW6374QJ926;7DBACVMNX1N1P00J2SGAM52G004S;GO;9;75.0;M 5;13.6;8.0;9.8;265;;;;;
VOLKSWAGEN;MULTIVAN TDI (102ch) SYNCRO;MVW63E4QW041;7DBAXLMNX1N1P00J2SGAM52G004S;GO;9;75.0;M 5;13.4;8.0;9.8;265;;;;;
DAEWOO;KORANDO 2.9 SELTD;MDW6403HS616;KJH0M31BL2?1D;GO;9;88.0;M 5;12.8;8.0;9.8;266;;;;;
DAEWOO;KORANDO 2.9 SELTD;MDW6403HA670;KJS0M31BL4?1D;GO;9;88.0;M 5;12.8;8.0;9.8;266;;;;;
DAEWOO;KORANDO 2.9 SELTD;MDW6403HB671;KJS0M31BM4?1D;GO;9;88.0;M 5;12.8;8.0;9.8;266;;;;;
SSANGYONG;KORANDO 2.9 SELTD;MSS6403BR498;KJH0M31BL2?1D;GO;9;88.0;M 5;12.8;8.0;9.8;266;;;;;
SSANGYONG;KORANDO 2.9 SELTD CAB;MSS6403B9552;KJS0M31BL4?1D;GO;9;88.0;M 5;12.8;8.0;9.8;266;;;;;
SSANGYONG;KORANDO 2.9 SELTD CAB;MSS6403BA553;KJS0M31BM4?1D;GO;9;88.0;M 5;12.8;8.0;9.8;266;;;;;
OPEL;MOVANO COMBI 2.8DTI;MPL5443LK917;J9AFD5;GO;9;84.0;M 5;12.7;8.6;10.1;268;;;;;
VOLKSWAGEN;CARAVELLE LONGUE TDI (102ch) SYNCRO;MVW6374PV806;7DBACVBNX1L1P00J2SGAM52G004T;GO;9;75.0;M 5;13.8;8.2;10.0;270;;;;;
VOLKSWAGEN;CARAVELLE LONGUE TDI (102ch) SYNCRO;MVW63D4P0981;7DBAXLBNX1L1P00J2SGAM52G004T;GO;9;75.0;M 5;13.6;8.2;10.0;270;;;;;
VOLKSWAGEN;COMBI LONG SURLV TDI (102ch) SYNCRO;MVW63D4F6997;7DBAXLKHX1L1P00J2SGAM52G004R;GO;9;75.0;M 5;13.7;8.3;10.0;270;;;;;
VOLKSWAGEN;COMBI LONG SURLV TDI (102ch) SYNCRO;MVW63D4F7998;7DBAXLKHX1L1P00J2SGAM52G004S;GO;9;75.0;M 5;13.7;8.3;10.0;270;;;;;
VOLKSWAGEN;COMBI LONG SURLV TDI (102ch) SYNCRO;MVW6374FA831;7DBACVKHX1L1P00J2SGAM52G004R;GO;9;75.0;M 5;13.9;8.3;10.0;270;;;;;
VOLKSWAGEN;COMBI LONG SURLV TDI (102ch) SYNCRO;MVW6374FB832;7DBACVKHX1L1P00J2SGAM52G004S;GO;9;75.0;M 5;13.9;8.3;10.0;270;;;;;
VOLKSWAGEN;COMBI LONG TDI (102ch) SYNCRO;MVW6374F3885;7DBACVKNX1L1P00J2SGAM52G004T;GO;9;75.0;M 5;13.8;8.2;10.0;270;;;;;
VOLKSWAGEN;COMBI LONG TDI (102ch) SYNCRO;MVW63E4FV015;7DBAXLKNX1L1P00J2SGAM52G004T;GO;9;75.0;M 5;13.6;8.2;10.0;270;;;;;
VOLKSWAGEN;MULTIVAN TDI (102ch) SYNCRO;MVW6374QK927;7DBACVMNX1N1P00J2SGAM52G004T;GO;9;75.0;M 5;13.8;8.2;10.0;270;;;;;
VOLKSWAGEN;MULTIVAN TDI (102ch) SYNCRO;MVW63A4QZ181;7DBACVMNX1N1P00J2SGAM52G004U;GO;9;75.0;M 5;13.8;8.2;10.0;270;;;;;
VOLKSWAGEN;MULTIVAN TDI (102ch) SYNCRO;MVW63E4QX042;7DBAXLMNX1N1P00J2SGAM52G004T;GO;9;75.0;M 5;13.6;8.2;10.0;270;;;;;
VOLKSWAGEN;MULTIVAN TDI (102ch) SYNCRO;MVW63E4QY043;7DBAXLMNX1N1P00J2SGAM52G004U;GO;9;75.0;M 5;13.6;8.2;10.0;270;;;;;
VOLKSWAGEN;MULTIVAN TOIT RELEVABLE TDI (102ch) SYNCRO;MVW63E4QU039;7DBAXLMAX1N1P00J2SGAM52G004T;GO;9;75.0;M 5;13.6;8.2;10.0;270;;;;;
VOLKSWAGEN;MULTIVAN TOIT RELEVABLE TDI (102ch) SYNCRO;MVW63E4QV040;7DBAXLMAX1N1P00J2SGAM52G004U;GO;9;75.0;M 5;13.6;8.2;10.0;270;;;;;
VOLKSWAGEN;MULTIVAN TOIT RELEVABLE TDI (102ch) SYNCRO;MVW6374Q4911;7DBACVMAX1N1P00J2SGAM52G004T;GO;9;75.0;M 5;13.8;8.2;10.0;270;;;;;
VOLKSWAGEN;MULTIVAN TOIT RELEVABLE TDI (102ch) SYNCRO;MVW6374Q5912;7DBACVMAX1N1P00J2SGAM52G004U;GO;9;75.0;M 5;13.8;8.2;10.0;270;;;;;
HYUNDAI;TERRACAN 2.5L TD Intercooler GL;MHY6314RK437;HPW2JO;GO;9;73.6;M 5;13.1;8.7;10.3;274;;;;;
SSANGYONG;MUSSO 2.3 SLTD BVA;MSS8304AD426;FJWC21L1FLFFL;GO;9;74.0;A 4;12.1;8.9;10.0;274;;;;;
MITSUBISHI;MONTERO COURT 2.5TD;MJM6411GS072;V20VE21S55AAN665;GO;9;85.0;M 5;12.8;9.0;10.4;275;;;;;
VOLKSWAGEN;COMBI LONG SURLV TDI (102ch) SYNCRO;MVW63D4F8999;7DBAXLKHX1L1P00J2SGAM52G004T;GO;9;75.0;M 5;13.9;8.5;10.2;275;;;;;
VOLKSWAGEN;COMBI LONG SURLV TDI (102ch) SYNCRO;MVW6374FC833;7DBACVKHX1L1P00J2SGAM52G004T;GO;9;75.0;M 5;14.1;8.5;10.2;275;;;;;
ISUZU;TROOPER Aventure ou Duty 2P;MJU6704AD189;UBS73WS1DMAJ099BAA4;GO;12;117.0;M 5;13.6;8.7;10.5;278;;;;;
ISUZU;TROOPER Aventure ou Duty 4P;MJU6704AV171;UBS73WS1GMAJ081AAA5;GO;12;117.0;M 5;13.6;8.7;10.5;278;;;;;
ISUZU;TROOPER Aventure ou Duty 4P 7PL;MJU6704A3179;UBS73WS1GMAJ089AAA7;GO;12;117.0;M 5;13.6;8.7;10.5;278;;;;;
ISUZU;TROOPER Citation 2P;MJU6704AG192;UBS73WS1DMAJ102BAA4;GO;12;117.0;M 5;13.6;8.7;10.5;278;;;;;
ISUZU;TROOPER Citation 4P 5PL;MJU6704AY174;UBS73WS1GMAJ084AAA5;GO;12;117.0;M 5;13.6;8.7;10.5;278;;;;;
ISUZU;TROOPER Citation 4P 7PL;MJU6704A4180;UBS73WS1GMAJ090AAA7;GO;12;117.0;M 5;13.6;8.7;10.5;278;;;;;
MITSUBISHI;PAJERO COURT 3.2DI-D BVA;MJM8713G4044;V60V6321SEEABA135;GO;12;118.0;A 5;13.3;8.8;10.5;278;;;;;
MITSUBISHI;PAJERO COURT 3.2DI-D BVA EXCEED;MJM8713G6046;V60V6321SFFABA135;GO;12;118.0;A 5;13.3;8.8;10.5;278;;;;;
MITSUBISHI;PAJERO LONG 3.2DI-D BVA;MJM8713GZ039;V60V6321LOOCDA137;GO;12;118.0;A 5;13.3;8.8;10.5;278;;;;;
MITSUBISHI;PAJERO LONG 3.2DI-D BVA EXCEED;MJM8713G1041;V60V6321LPPCDA137;GO;12;118.0;A 5;13.3;8.8;10.5;278;;;;;
